index,value
62108,1
62110,1
62113,1
62118,1
62119,1
62122,1
62135,1
62148,1
62154,1
62156,1
62159,1
62168,1
62171,1
62174,1
62175,1
62176,1
62179,1
62182,1
62184,1
62187,1
62190,1
62195,1
62199,1
62206,1
62208,1
62209,1
62215,1
62219,1
62222,1
62225,1
62233,1
62239,1
62240,1
62245,1
62258,1
62259,1
62260,1
62265,1
62266,1
62270,1
62271,1
62273,1
62276,1
62282,1
62344,1
62364,1
62444,1
62484,1
62494,1
62504,1
62534,1
62544,1
62554,1
62564,1
62654,1
62664,1
62694,1
62854,1
63029,1
63035,1
63116,1
63224,1
63234,1
63237,1
63244,1
63248,1
63254,1
63255,1
63264,1
63274,1
63279,1
63284,1
63288,1
63294,1
63299,1
63304,1
63307,1
63314,1
63320,1
63324,1
63327,1
63334,1
63338,1
63344,1
63347,1
63354,1
63356,1
63364,1
63374,1
63378,1
63388,1
63394,1
63398,1
63404,1
63408,1
63414,1
63474,1
63578,1
63591,1
63596,1
63606,1
63618,1
63631,1
63638,1
63649,1
63657,1
63665,1
63674,1
63689,1
63698,1
63708,1
63714,1
63727,1
63736,1
63745,1
63755,1
63768,1
63784,1
63797,1
63808,1
63814,1
63824,1
63825,1
63838,1
63844,1
63854,1
63857,1
63864,1
63872,1
63894,1
63918,1
63944,1
64004,1
64134,1
64144,1
64194,1
64204,1
64224,1
64234,1
64254,1
64364,1
64368,1
64384,1
64385,1
64394,1
64404,1
64454,1
64474,1
64478,1
64484,1
64489,1
64494,1
64504,1
64507,1
64514,1
64518,1
64534,1
64537,1
64549,1
64556,1
64560,1
64572,1
64601,1
64604,1
64605,1
64614,1
64634,1
64664,1
64704,1
64734,1
64744,1
64754,1
64764,1
64774,1
64784,1
64794,1
64804,1
64814,1
64824,1
64834,1
64844,1
64854,1
64864,1
64874,1
64884,1
64885,1
64904,1
64964,1
64974,1
64984,1
64995,1
65004,1
65014,1
65024,1
65044,1
65084,1
65089,1
65094,1
65104,1
65105,1
65114,1
65124,1
65134,1
65135,1
65144,1
65145,1
65150,0
65174,1
65184,1
65194,1
65234,1
65244,1
65245,1
65254,1
65264,1
65274,1
65278,1
65284,1
65288,1
65294,1
65304,1
65324,1
65327,1
65334,1
65338,1
65344,1
65354,1
65355,1
65364,1
65374,1
65384,1
65464,1
65484,1
65494,1
65504,1
65514,1
65524,1
65554,1
65574,1
65605,0
65614,1
65635,0
65644,1
65654,1
65664,1
65674,1
65694,1
65714,1
65724,1
65725,1
65734,1
65754,1
65766,1
65774,1
65804,1
65814,1
65864,1
65866,1
65885,1
65904,1
65914,1
65924,1
65952,0
65964,1
65984,1
65994,1
66004,1
66015,1
66054,1
66114,1
66115,1
66144,1
66154,1
66158,1
66164,1
66169,1
66194,1
66204,1
66207,1
66214,1
66217,1
66224,1
66228,1
66234,1
66274,1
66304,1
66334,1
66353,1
66364,1
66368,1
66384,1
66394,1
66444,1
66454,1
66494,1
66524,1
66538,0
66544,1
66564,1
66574,1
66624,1
66664,1
66694,1
66704,1
66711,1
66714,1
66734,1
66765,1
66784,1
66794,1
66804,1
66814,1
66824,1
66834,1
66844,1
66854,1
66864,1
66894,1
66895,1
66924,1
66944,1
67164,1
67165,1
67174,1
67176,1
67214,1
67234,1
67284,1
67324,1
67344,1
67404,1
67444,1
67454,1
67494,1
67504,1
67524,1
67554,1
67604,1
67617,1
67624,1
67639,1
67649,1
67657,1
67667,1
67677,1
67687,1
67697,1
67708,1
67719,1
67727,1
67737,1
67749,1
67758,1
67768,1
67778,1
67789,1
67797,1
67804,1
67805,0
67814,1
67828,1
67834,1
67844,1
67874,1
67886,1
67898,1
67907,1
67916,1
67928,1
67936,1
67948,1
67959,1
67977,1
67986,1
68000,1
68006,1
68014,1
68024,1
68034,1
68064,1
68084,1
68104,1
68118,0
68144,1
68184,1
68204,1
68244,1
68264,1
68284,1
68304,1
68316,1
68327,1
68339,1
68348,1
68358,1
68397,1
68418,1
68427,1
68436,1
68454,1
68464,1
68488,0
68494,1
68504,1
68514,1
68524,1
68554,1
68564,0
68574,1
68584,1
68594,1
68674,1
68704,1
68734,1
68784,1
68804,1
68814,1
68854,1
68876,1
68886,1
68898,1
68904,1
68912,0
68934,1
68942,0
68964,1
68974,1
69024,1
69054,1
69065,1
69074,1
69087,1
69094,1
69104,1
69114,1
69164,1
69194,1
69324,1
69334,1
69344,1
69364,1
69394,1
69404,1
69414,1
69428,1
69434,1
69444,1
69455,1
69496,0
69503,0
69544,1
69574,1
69614,1
69654,1
69674,1
69694,1
69714,1
69724,1
69734,1
69761,0
69764,1
69774,1
69794,1
69804,1
69824,1
69844,1
69874,1
69884,1
69894,1
69904,1
69914,1
69924,1
69954,1
69984,1
69994,1
70014,1
70020,1
70024,1
70034,1
70054,1
70314,1
70324,1
70334,1
70384,1
70434,1
70454,1
70474,1
70484,1
70494,1
70504,1
70724,1
70734,1
70754,1
70765,1
70784,1
70844,1
70854,1
70884,1
70894,1
70944,1
70945,1
70964,1
70974,1
70975,1
70984,1
71004,1
71014,1
71024,1
71035,1
71044,1
71064,1
71094,1
71104,1
71114,1
71134,1
71135,1
71144,1
71154,1
71164,1
71214,1
71224,1
71244,1
71254,1
71264,1
71294,1
71304,1
71314,1
71334,1
71344,1
71354,1
71364,1
71374,1
71404,1
71414,1
71434,1
71444,1
71454,1
71464,1
71484,1
71494,1
71504,1
71514,1
71524,1
71534,1
71564,1
71574,1
71584,1
71594,1
71634,1
71654,1
71664,1
71684,1
71704,1
71714,1
71724,1
71734,1
71744,1
71754,1
71774,1
71784,1
71814,1
71844,1
71854,1
71864,1
71875,1
71914,1
71924,1
71974,1
72004,1
72035,0
72054,1
72084,1
72134,1
72144,1
72254,1
72294,1
72304,1
72354,1
72364,1
72394,1
72404,1
72444,1
72454,1
72494,1
72514,1
72524,1
72544,1
72554,1
72566,0
72654,1
72674,1
72684,1
72704,1
72724,1
72764,1
72784,1
72794,1
72804,1
72814,1
72824,1
72834,1
72874,1
72884,1
72894,1
72904,1
72924,1
72934,1
72944,1
72974,1
72994,1
72995,1
73004,1
73014,1
73024,1
73044,1
73054,1
73094,1
73124,1
73134,1
73144,1
73164,1
73194,1
73224,1
73235,1
73242,1
73244,1
73264,1
73274,1
73284,1
73294,1
73304,1
73354,1
73364,1
73424,1
73434,1
73484,1
73494,1
73504,1
73514,1
73515,1
73524,1
73564,1
73624,1
73634,1
73664,1
73674,1
73715,1
73734,1
73774,1
73804,1
73814,1
73874,1
73885,1
73895,1
73904,1
73905,1
73924,1
73934,1
73963,0
73964,1
74014,1
74094,1
74114,1
74144,1
74154,1
74204,1
74214,1
74215,1
74216,1
74217,1
74218,1
74219,1
74221,1
74224,1
74234,1
74274,1
74344,1
74384,1
74394,1
74404,1
74474,1
74484,1
74494,1
74504,1
74514,1
74524,1
74565,1
74584,1
74604,1
74614,1
74624,1
74634,1
74659,1
74684,1
74724,1
74734,1
74744,1
74754,1
74774,1
74804,1
74844,1
74854,1
74874,1
74894,1
74914,1
74954,1
74965,1
74974,1
75014,1
75044,1
75045,1
75054,1
75064,1
75154,1
75174,1
75194,1
75204,1
75224,1
75234,1
75254,1
75264,1
75294,1
75295,1
75304,1
75344,1
75354,1
75364,1
75384,1
75394,1
75404,1
75414,1
75424,1
75484,1
75494,1
75549,0
75624,1
75634,1
75654,1
75664,1
75684,1
75694,1
75704,1
75714,1
75724,1
75734,1
75754,1
75756,1
75774,1
75780,1
75784,1
75794,1
75814,1
75834,1
75864,1
75894,1
75904,1
75924,1
75945,1
75954,1
76004,1
76014,1
76054,1
76064,1
76074,1
76084,1
76104,1
76114,1
76124,1
76135,1
76174,1
76184,1
76214,1
76234,1
76245,1
76254,1
76264,1
76284,1
76294,1
76304,1
76314,1
76324,1
76334,1
76344,1
76354,1
76364,1
76394,1
76404,1
76474,1
76514,1
76524,1
76554,1
76565,1
76574,1
76584,1
76614,1
76615,1
76624,1
76626,1
76654,1
76664,1
76724,1
76734,1
76754,1
76775,1
76814,1
76815,1
76824,1
76834,1
76844,1
76845,1
76854,1
76864,1
76894,1
76914,1
76924,1
76925,1
76954,1
76964,1
77004,1
77024,1
77034,1
77044,1
77054,1
77065,1
77084,1
77134,1
77154,1
77164,1
77194,1
77224,1
77234,1
77294,1
77324,1
77325,0
77344,1
77354,1
77364,1
77365,1
77374,1
77414,1
77424,1
77434,1
77444,1
77454,1
77524,1
77564,1
77574,1
77604,1
77624,1
77644,1
77714,1
77754,1
77784,1
77785,1
77794,1
77834,1
77844,1
77854,1
77864,1
77884,1
77894,1
77904,1
77924,1
77934,1
77944,1
77954,1
77964,1
77974,1
77984,1
78005,1
78006,1
78014,1
78034,1
78044,1
78064,1
78084,1
78134,1
78144,1
78174,1
78224,1
78294,1
78324,1
78354,1
78374,1
78405,1
78406,1
78407,1
78424,1
78484,1
78504,1
78524,1
78530,0
78534,1
78544,1
78545,1
78554,1
78565,1
78574,1
78604,1
78606,1
78614,1
78634,1
78636,1
78644,1
78659,1
78669,1
78678,1
78700,1
78704,1
78713,1
78714,1
78715,1
78732,1
78790,1
78794,1
78820,1
78824,1
78839,1
78858,1
78864,1
78870,1
78879,1
78893,1
78904,1
78914,1
78924,1
78934,1
78940,1
78944,1
78962,1
78988,1
78999,1
79004,1
79019,1
79024,1
79041,1
79054,1
79063,1
79068,1
79084,1
79092,1
79094,1
79099,1
79104,1
79144,1
79184,1
79204,1
79214,1
79234,1
79244,1
79254,1
79284,1
79333,1
79334,1
79374,1
79375,1
79384,1
79604,1
79614,1
79624,1
79634,1
79636,1
79664,1
79674,1
79684,1
79714,1
79729,1
79739,1
79744,1
79754,1
79755,1
79764,1
79775,1
79776,1
79777,1
79778,1
79788,1
79794,1
79814,1
79864,1
79880,1
79887,1
80084,1
80134,1
80144,1
80145,1
80174,1
80175,1
80184,1
80185,1
80194,1
80195,1
80204,1
80218,1
80354,1
80355,1
80374,1
80375,1
80402,0
80404,1
80405,1
80414,1
80415,1
80424,1
80425,1
80434,1
80435,1
80454,1
80494,1
80504,1
80505,1
80554,1
80564,1
80585,1
80606,1
80614,1
80627,1
80640,1
80649,1
80714,1
80734,1
80754,1
80764,1
80777,1
80814,1
80815,1
80844,1
80874,1
80901,1
80904,1
80918,1
80928,1
80936,1
80947,1
80964,1
81024,1
81054,1
81114,1
81154,1
81164,1
81214,1
81215,1
81224,1
81264,1
81274,1
81314,1
81324,1
81325,1
81346,1
81384,1
81404,1
81424,1
81434,1
81514,1
81584,1
81634,1
81644,1
81694,1
81703,0
81704,1
81744,1
81764,1
81765,1
81774,1
81775,1
81808,1
81818,1
81834,1
81844,1
81914,1
81915,1
81924,1
81934,1
81954,1
81964,1
81965,1
82054,1
82063,0
82064,1
82074,1
82094,1
82154,1
82155,1
82174,1
82204,1
82334,1
82454,1
82484,1
82504,1
82659,0
82714,1
82734,1
82744,1
82774,1
82894,1
82954,1
83014,1
83024,1
83084,1
83094,1
83124,1
83125,0
83144,1
83194,1
83204,1
83214,1
83304,1
83314,1
83324,1
83334,1
83369,1
83380,1
83384,1
83414,1
83424,1
83484,1
83494,1
83534,1
83564,1
83581,0
83594,1
83614,1
83644,1
83674,1
83684,1
83694,1
83714,1
83724,1
83734,1
83769,1
83774,1
83784,1
83794,1
83804,1
83814,1
83854,1
83864,1
83924,1
83934,1
83964,1
83974,1
83984,1
83994,1
84056,0
84086,1
84274,1
84284,1
84294,1
84304,1
84404,1
84414,1
84424,1
84434,1
84454,1
84464,1
84484,1
84494,1
84564,1
84574,1
84584,1
84684,1
84694,1
84704,1
84734,1
84744,1
84754,1
84764,1
84774,1
84794,1
84795,1
84914,1
84924,1
84934,1
84944,1
84954,1
84964,1
84984,1
84994,1
85014,1
85034,1
85094,1
85104,1
85114,1
85204,1
85214,1
85224,1
85304,1
85324,1
85334,1
85394,1
85444,1
85454,1
85484,1
85494,1
85524,0
85554,1
85584,1
85594,1
85604,1
85624,1
85634,1
85654,1
85674,1
85684,1
85734,1
85744,1
85774,1
85784,1
85794,1
85804,1
85814,1
85824,1
85834,1
85864,1
85868,1
85874,1
85876,1
85884,1
85974,1
85984,1
85994,1
86094,1
86104,1
86124,1
86202,0
86211,0
86221,0
86234,1
86254,1
86264,1
86294,1
86314,1
86334,1
86344,1
86354,1
86374,1
86384,1
86394,1
86524,1
86544,1
86604,1
86614,1
86624,1
86635,1
86674,1
86684,1
86704,1
86714,1
86724,1
86734,1
86744,1
86754,1
86844,1
86884,1
86954,1
86964,1
86974,1
87094,1
87104,1
87114,1
87124,1
87134,1
87144,1
87164,1
87184,1
87206,1
87224,1
87235,1
87244,1
87374,1
87394,1
87434,1
87444,1
87464,1
87474,1
87535,1
87545,1
87555,1
87564,1
87604,1
87614,1
87624,1
87634,1
87694,1
87744,1
87754,1
87774,1
87814,1
87815,1
87824,1
87834,1
87864,1
87865,1
87884,1
87934,1
87974,1
88014,1
88024,1
88094,1
88144,1
88154,1
88164,1
88204,1
88264,1
88324,1
88384,1
88385,1
88386,1
88404,1
88444,1
88455,1
88464,1
88484,1
88494,1
88514,1
88562,1
88584,1
88614,1
88624,1
88724,1
88804,1
88844,1
88854,1
88954,1
88994,1
89014,1
89064,1
89071,1
89074,1
89084,1
89094,1
89104,1
89164,1
89197,1
89234,1
89244,1
89254,0
89264,1
89314,1
89354,1
89474,1
89484,1
89514,1
89524,1
89534,1
89544,1
89545,1
89554,1
89555,1
89564,1
89634,1
89684,1
89729,1
89738,1
89744,1
89764,1
89774,1
89784,1
89794,1
89814,1
89824,1
89825,1
89834,1
89864,1
89874,1
89884,1
89894,1
89924,1
89934,1
89944,1
89974,1
90044,1
90134,1
90164,1
90174,1
90194,1
90234,1
90254,1
90264,1
90274,1
90344,1
90394,1
90404,1
90434,1
90444,1
90467,0
90484,1
90494,1
90504,1
90524,1
90534,1
90554,1
90604,1
90614,1
90624,1
90644,1
90664,0
90665,0
90666,0
90674,1
90704,1
90724,1
90734,1
90744,1
90774,0
90775,0
90777,0
90804,1
90814,1
90824,1
90844,1
90854,1
90864,1
90944,1
91004,1
91044,1
91054,1
91064,1
91085,1
91094,1
91154,1
91164,1
91174,1
91184,1
91244,1
91254,1
91264,1
91274,1
91284,1
91294,1
91305,1
91315,1
91334,1
91344,1
91354,1
91364,1
91384,1
91424,1
91434,1
91464,1
91474,1
91480,1
91484,1
91491,1
91584,1
91634,1
91654,1
91674,1
91714,1
91724,1
91731,0
91744,1
91764,1
91784,1
91824,1
91844,1
91854,1
91955,1
91974,1
91984,1
92034,1
92054,1
92074,1
92274,1
92284,1
92304,1
92314,1
92324,1
92344,1
92345,1
92346,1
92364,1
92404,1
92424,1
92434,1
92454,1
92455,1
92456,1
92494,1
92524,1
92534,1
92548,0
92564,1
92684,1
92695,1
92696,0
92734,1
92745,1
92746,0
92844,1
92994,1
93034,1
93114,1
93124,1
93134,1
93194,1
93204,0
93207,0
93214,1
93234,1
93244,1
93274,1
93314,1
93324,1
93334,1
93344,1
93404,1
93414,1
93424,1
93426,1
93434,1
93435,1
93444,1
93454,1
93464,1
93474,1
93484,1
93514,1
93534,1
93564,1
93594,1
93614,1
93624,1
93634,1
93664,1
93674,1
93684,1
93694,1
93724,1
93744,1
93764,1
93834,1
93844,1
93854,1
93884,1
93894,1
93914,1
93924,1
93984,1
94054,1
94087,1
94134,1
94144,1
94204,0
94234,1
94284,0
94324,1
94334,1
94335,0
94337,0
94377,0
94454,1
94474,1
94494,0
94514,1
94538,1
94548,1
94557,1
94568,1
94574,1
94584,1
94654,1
94664,1
94684,1
94694,1
94774,1
94804,1
94814,1
94904,1
94914,1
94924,1
94943,1
94948,1
94954,1
94974,1
94994,1
95044,1
95054,1
95094,1
95120,0
95186,1
95194,1
95224,1
95227,1
95234,1
95240,1
95244,1
95254,1
95264,1
95274,1
95284,1
95344,1
95404,1
95414,1
95432,0
95464,1
95564,1
95574,1
95624,1
95634,1
95654,1
95695,1
95704,1
95714,1
95844,1
95934,1
95944,1
95954,1
95974,1
95984,1
96024,1
96084,1
96094,1
96124,1
96154,1
96174,1
96184,1
96194,1
96244,1
96254,1
96264,0
96294,1
96306,0
96315,1
96374,1
96394,1
96404,1
96414,1
96444,1
96534,1
96614,1
96754,1
96764,1
96774,1
96794,1
96804,1
96834,1
96864,1
97014,1
97034,1
97054,1
97064,1
97094,1
97114,1
97124,1
97134,1
97144,1
97184,1
97254,1
97264,1
97324,1
97334,1
97354,1
97404,1
97414,1
97454,1
97464,1
97474,1
97494,1
97504,1
97514,1
97524,1
97534,1
97544,1
97554,1
97574,1
97624,1
97634,1
97644,1
97654,1
97655,1
97694,1
97704,1
97714,1
97724,1
97735,1
97742,1
97834,1
97844,1
97864,1
97926,1
97934,1
97944,1
97948,1
97974,1
98004,1
98014,1
98034,1
98054,1
98084,1
98094,1
98104,1
98184,1
98194,1
98224,1
98225,1
98254,1
98294,1
98354,1
98360,1
98374,1
98414,1
98419,1
98424,1
98454,1
98464,1
98504,1
98524,1
98723,0
98735,0
98796,0
99004,1
99074,1
99104,1
99154,1
99164,1
99174,1
99274,1
99284,1
99294,1
99304,1
99314,1
99315,1
99324,1
99334,1
99344,1
99354,1
99444,1
99455,1
99464,1
99474,1
99484,1
99485,1
99494,1
99505,1
99514,1
99524,1
99527,1
99535,1
99545,1
99554,1
99564,1
99575,1
99584,1
99595,1
99694,1
99705,1
99709,1
99714,1
99725,1
99735,1
99745,1
99764,1
99774,1
99784,1
99794,1
99804,1
99814,1
99824,1
99934,1
99954,1
99964,1
99974,1
99984,1
100058,1
100119,1
100375,1
100384,1
100455,1
100456,1
100464,1
100465,1
100474,1
100475,1
100484,1
100485,1
100494,1
100495,1
100576,0
100672,0
100674,1
100684,1
100694,1
100705,1
100714,1
100724,1
100739,1
100750,1
100761,1
100770,1
100780,1
100791,1
100800,1
100810,1
100818,1
100829,1
100838,1
100847,1
100861,1
100872,1
100924,1
100934,1
100954,0
100955,0
100957,0
100960,0
100964,1
101014,1
101134,1
101234,1
101254,1
101275,1
101304,1
101314,1
101344,1
101345,1
101354,1
101359,1
101364,1
101371,1
101374,1
101384,1
101425,1
101475,1
101703,1
101734,1
101735,1
101744,1
101754,1
101764,1
101775,1
101784,1
101794,1
101804,1
101805,1
101814,1
101824,1
101844,1
101845,1
101846,1
101847,1
101848,1
101849,1
101854,1
101974,1
101984,1
101988,1
101994,1
102005,1
102015,1
102019,1
102024,1
102035,1
102045,1
102054,1
102064,1
102075,1
102084,1
102095,1
102104,1
102115,1
102125,1
102129,1
102134,1
102144,1
102154,1
102164,1
102202,1
102205,1
102225,1
102273,1
102314,1
102324,1
102334,1
102344,1
102354,1
102359,1
102444,1
102454,1
102464,1
102474,1
102504,1
102505,1
102514,1
102515,1
102544,1
102574,1
102674,1
102675,1
102682,1
102684,1
102685,1
102691,1
102695,1
102696,1
102697,1
102704,1
102706,1
102707,1
102712,1
102715,1
102716,1
102723,1
102725,1
102726,1
102731,1
102734,1
102736,1
102741,1
102745,1
102746,1
102750,1
102754,1
102755,1
102761,1
102764,1
102766,1
102771,1
102774,1
102934,1
103014,1
103018,0
103024,1
103025,1
103047,1
103068,1
103076,1
103084,1
103087,1
103184,1
103194,1
103204,1
103214,1
103224,1
103234,1
103244,1
103254,1
103264,1
103274,1
103285,1
103294,1
103304,1
103314,1
103334,1
103414,1
103484,1
103494,1
103534,1
103544,1
103554,1
103564,1
103574,1
103575,1
103584,1
103588,1
103594,1
103604,1
103624,1
103625,1
103626,1
103627,1
103677,1
103734,1
103875,1
103905,1
103914,1
103925,1
103934,1
103939,1
103954,1
103961,1
103968,1
103984,1
104012,1
104014,1
104034,1
104045,1
104054,1
104064,1
104084,1
104096,1
104104,1
104114,1
104122,1
104125,1
104134,1
104146,1
104154,1
104165,1
104174,1
104184,1
104192,1
104194,1
104256,1
104276,1
104375,1
104394,1
104405,1
104414,0
104415,1
104494,1
104504,1
104508,1
104514,1
104518,1
104524,1
104528,1
104544,1
104554,1
104564,1
104575,1
104585,1
104594,1
104604,1
104631,1
104644,1
104664,1
104734,1
104744,1
104758,1
104764,1
104774,1
104784,1
104824,1
104944,1
104984,1
104988,1
105006,1
105114,1
105124,1
105175,0
105176,0
105177,0
105183,0
105195,1
105204,1
105214,1
105224,1
105254,1
105264,1
105268,1
105274,1
105279,1
105284,1
105287,1
105294,1
105297,1
105345,1
105354,1
105355,1
105404,1
105409,1
105424,1
105428,1
105504,1
105515,0
105516,0
105518,0
105524,1
105534,1
105545,1
105554,1
105564,1
105619,0
105626,0
105704,1
105754,1
105764,1
105774,1
105784,1
105794,1
105804,1
105814,1
105825,1
105838,1
105904,1
105914,1
105984,1
106024,1
106035,1
106041,1
106044,1
106054,1
106064,1
106075,1
106134,1
106135,1
106144,1
106264,1
106274,1
106284,1
106294,1
106304,1
106314,1
106324,1
106328,1
106344,1
106364,1
106394,1
106404,1
106424,1
106534,1
106544,1
106552,1
106554,1
106564,1
106571,1
106574,1
106584,1
106588,1
106594,1
106604,1
106610,1
106614,1
106624,1
106634,1
106644,1
106651,1
106654,1
106664,1
106674,1
106680,1
106684,1
106688,1
106694,1
106704,1
106709,1
106714,1
106728,1
106737,1
106748,1
106758,1
106764,1
106776,1
106788,1
106797,1
106805,1
106815,1
106826,1
106836,1
106845,1
106858,1
106866,1
106877,1
106884,1
106896,1
106905,1
106916,1
106924,1
106964,1
106974,1
106984,1
106994,1
107004,1
107014,1
107024,1
107044,1
107094,1
107104,1
107124,1
107134,1
107137,1
107184,1
107204,1
107251,0
107274,1
107284,1
107304,1
107314,0
107315,0
107318,0
107334,1
107404,1
107414,1
107424,1
107444,1
107535,1
107544,1
107554,1
107584,1
107594,1
107604,1
107625,1
107634,1
107644,1
107654,1
107664,1
107674,1
107684,1
107694,1
107714,1
107724,1
107725,1
107754,1
107784,1
107785,1
107794,1
107796,1
107804,1
107805,1
107814,1
107815,1
107824,1
107825,1
107834,1
107835,1
107844,1
107845,1
107874,1
107881,1
107884,1
107889,1
107894,1
107901,1
107904,1
107912,1
107914,1
107922,1
107924,1
107927,1
107934,1
107940,1
107944,1
107951,1
107954,1
107960,1
107964,1
107974,1
107977,1
108034,1
108044,1
108054,1
108064,1
108268,1
108320,1
108424,1
108425,1
108484,1
108544,1
108545,1
108546,1
108674,1
108694,1
108704,1
108714,1
108764,1
108767,1
108784,1
108794,1
108804,1
108814,1
108845,1
108855,1
108864,1
108870,1
108874,1
108884,1
108895,1
108904,1
108914,1
108934,1
109084,1
109094,1
109099,1
109204,1
109214,1
109224,1
109314,1
109324,1
109334,1
109344,1
109354,1
109359,1
109384,1
109390,1
109404,1
109411,1
109414,1
109424,1
109444,1
109475,1
109485,1
109504,1
109514,1
109524,1
109554,1
109555,1
109564,1
109565,1
109574,1
109584,1
109604,1
109605,1
109650,1
109654,1
109724,1
109734,1
109753,1
109775,0
109777,0
109834,1
109844,1
109894,1
109914,1
109924,1
109934,1
109964,1
109974,1
109984,1
110154,1
110304,1
110314,1
110374,1
110384,1
110414,1
110439,0
110454,1
110524,1
110539,1
110574,1
110584,1
110594,1
110595,1
110674,1
110714,1
110724,1
110774,1
110804,1
110811,1
110814,1
110821,1
110824,1
110834,1
110844,1
110864,1
110874,1
110894,1
110924,1
110934,1
110951,1
110957,1
110965,1
110979,1
110986,1
110999,1
111006,1
111016,1
111030,1
111035,1
111044,1
111124,1
111134,1
111144,1
111274,1
111284,1
111304,1
111324,1
111354,0
111356,0
111359,0
111362,0
111424,1
111434,1
111464,1
111624,1
111634,1
111654,1
111664,1
111754,1
111764,1
111774,1
111796,0
111801,0
111834,1
111844,1
111854,1
111864,1
111874,1
111884,1
111941,1
111944,1
111950,1
111954,1
111964,1
111974,1
111995,1
112024,1
112034,1
112044,1
112054,1
112084,1
112094,1
112104,1
112114,1
112154,1
112164,1
112204,1
112214,1
112224,1
112244,1
112334,1
112404,1
112444,1
112445,1
112454,1
112484,1
112485,1
112494,1
112504,1
112514,1
112524,1
112544,1
112554,1
112564,1
112574,1
112614,1
112634,1
112644,1
112674,1
112734,1
112740,1
112744,1
112748,1
112754,1
112756,1
112824,1
112864,1
112874,1
112904,1
112937,1
113004,1
113014,1
113024,1
113064,1
113074,1
113084,1
113085,1
113095,1
113096,1
113104,1
113124,1
113144,1
113214,0
113234,1
113244,1
113254,1
113494,1
113524,1
113534,1
113564,1
113594,1
113605,1
113634,1
113644,1
113684,1
113714,1
113716,1
113734,1
113744,1
113754,1
113785,1
113804,1
113897,1
113904,1
113984,1
114034,1
114044,1
114054,1
114055,1
114064,1
114074,1
114075,1
114084,1
114085,1
114094,1
114154,1
114164,1
114184,1
114204,1
114274,1
114334,1
114354,1
114374,1
114384,1
114394,1
114404,1
114414,1
114424,1
114434,1
114444,1
114454,1
114464,1
114494,1
114505,1
114524,1
114537,1
114547,1
114556,1
114584,1
114614,1
114634,1
114674,1
114694,1
114714,1
114724,1
114754,1
114774,1
114784,1
114794,1
114804,1
114826,1
114837,1
114845,1
114854,1
114858,1
114866,1
114874,1
114876,1
114884,1
114894,1
114904,1
114944,1
114957,1
114964,1
114984,1
114994,1
114997,1
115024,1
115034,1
115044,1
115054,1
115124,1
115134,1
115164,1
115284,1
115294,1
115404,1
115414,1
115424,1
115434,1
115534,1
115544,1
115594,1
115604,1
115614,1
115838,0
115874,1
115894,1
115904,1
115964,1
116014,1
116024,1
116034,1
116044,1
116054,1
116064,1
116084,1
116094,1
116097,1
116104,1
116106,1
116114,1
116160,1
116164,1
116170,1
116174,1
116184,1
116204,1
116214,1
116244,1
116254,1
116274,1
116304,1
116314,1
116324,1
116354,1
116357,0
116360,1
116364,1
116365,0
116367,1
116374,1
116379,0
116380,1
116384,1
116394,1
116404,1
116424,1
116434,1
116444,1
116504,1
116554,1
116664,1
116694,1
116714,1
116724,1
116734,1
116764,1
116784,1
116804,1
116854,1
116874,1
116875,1
116876,1
116884,1
116894,1
116895,1
116896,1
116904,1
116905,1
116906,1
116934,1
117124,1
117134,1
117144,1
117154,1
117214,1
117234,1
117254,1
117255,1
117264,1
117274,1
117294,1
117355,1
117404,1
117414,1
117424,1
117434,1
117438,1
117444,1
117445,1
117454,1
117455,1
117464,1
117474,1
117494,1
117514,1
117526,1
117534,1
117544,1
117554,1
117564,1
117574,1
117575,1
117614,1
117624,1
117634,1
117694,1
117874,1
118034,1
118044,1
118059,1
118074,1
118084,1
118174,1
118204,1
118214,1
118224,1
118236,1
118249,1
118259,1
118268,1
118275,1
118314,1
118364,1
118384,1
118407,0
118414,1
118424,1
118425,1
118426,1
118427,1
118428,1
118429,1
118437,1
118438,1
118439,1
118504,1
118514,1
118524,1
118534,1
118544,1
118554,1
118574,1
118584,1
118634,1
118636,1
118644,1
118646,1
118654,1
118664,1
118674,1
118694,1
118695,1
118704,1
118714,1
118724,1
118734,1
118744,1
118754,1
118774,1
118784,1
118804,1
118805,1
118814,1
118815,1
118825,1
118826,1
118834,1
118884,1
118894,1
118959,0
119084,1
119154,1
119174,1
119180,1
119184,1
119189,1
119194,1
119198,1
119204,1
119207,1
119214,1
119217,1
119224,1
119234,1
119244,1
119254,1
119404,1
119414,1
119494,1
119584,1
119764,1
119774,1
119824,1
119834,1
119924,1
120064,1
120075,1
120076,1
120084,1
120085,1
120094,1
120104,1
120114,1
120115,1
120124,1
120174,1
120184,1
120194,1
120204,1
120214,1
120224,1
120234,1
120244,1
120254,1
120264,1
120275,1
120284,1
120319,1
120329,1
120338,1
120364,1
120374,1
120404,1
120544,1
120554,1
120564,1
120574,1
120704,1
120714,1
120735,1
120744,1
120843,0
120893,0
120965,1
120974,1
120984,1
121144,1
121304,1
121314,1
121390,0
121464,1
121495,1
121504,1
121534,1
121544,1
121614,1
121624,1
121654,1
121674,1
121684,1
121724,1
121794,1
121798,1
121824,1
121844,1
121904,1
121914,1
